compound_name,smiles,formal_charge,n_unpaired_electrons
cid-122527898,CC1(C)c2ccccc2-c2cc3c4cc5c6ccccc6c6ccccc6c5cc4n(-c4cccnc4)c3cc21,0,0
cid-92880067,O=C(N[C@@H](c1ccccc1)c1nnc(-c2ccccc2)o1)c1ccccc1F,0,0
cid-106161802,COCC(CCO)Nc1ccc([N+](=O)[O-])cc1C(=O)O,0,0
cid-61383950,CCCS(=O)(=O)N(C)Cc1nc2ccccc2s1,0,0
cid-89784979,O=c1[nH]c(=O)n(Cc2ccccc2O)c2c1C1(CCNCC1)OC2,0,0
cid-24065208,C=CCN(C)C(=O)[C@H]1[C@@H]2OC3(CC2Br)C(C(=O)N(CC=C)c2c(C)cccc2C)N([C@@H](CC)CO)C(=O)[C@H]13,0,0
cid-153745242,CS(=O)C(Cn1cncn1)c1ccc(Cl)cc1,0,0
cid-43349677,Nc1cccc(Br)c1CN1CCSCC1,0,0
cid-167304578,CCc1cnccc1CNC(=O)c1cccc(NCc2nnc(-c3ccncn3)n2CCNCCCN2CCN(C)CC2)c1,0,0
cid-145328460,C=[P@@]1(N[C@H](C(=O)OCCc2ccccc2)C(C)C)OCC(C)(C)[C@H](C(=O)NCCC(=O)OC(C)(C)C)O1,0,0
cid-107633564,Cc1c(Br)cccc1Nc1ccc(N)cc1Br,0,0
cid-56363193,COc1ccc(-c2nn(CN3CCC(C(=O)NC(C)C(C)C)CC3)c(=S)o2)cc1,0,0
cid-73259220,CC1NNC2C(=O)N(CCc3c[nH]c4ccccc34)C(c3ccccc3Cl)C12,0,0
cid-169998382,CCc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCCCN5C6CC[C@@H]5CC(OC)C6)nc4c3F)c12,0,0
cid-82130994,Cc1cccc(Nc2nc(C)c(CCN)s2)c1,0,0
cid-59954432,CC[C@@H]1CC[C@@H](C(C)C)C1,0,0
cid-123904960,CC1CCC(C(=O)Cn2ncnn2)CCCC2C1CCC1CC(O)(C(F)F)CCC12,0,0
cid-110094779,CC(=O)NCc1ccc(C2CCCN2C(=O)Cc2ccccc2F)nc1,0,0
cid-69942286,CC(=O)C(C(=O)[C@H]1CCCN1)N1C(=O)C(NC(=O)Nc2cccc(C)c2)N=C(c2ccccc2)c2ccccc21,0,0
cid-139819641,COc1cc(O)c2c(C(C)NC(=O)C(F)(F)F)c[nH]c2c1,0,0
cid-145803217,CC(COc1ccccc1CCc1ccccc1)OC(=O)C(CC(=O)O)N1CCC(C(N)=O)CC1,0,0
cid-19893602,CCCCCCCCC1(N(C(N)=O)C2(C(CNC(=O)C3OC(C)(C)OCC3(C)C)C(=O)[O-])CCCCC2)CCCCC1,-1,0
cid-142479784,C[C@H](O)c1nccn1Cc1cc(C#Cc2ccc(O)cc2)on1,0,0
cid-23954079,C=CCN(C(=O)[C@H]1[C@H]2C(=O)N([C@H](C)CO)C(C(=O)N(CC=C)C(C)(C)C)C23CC(C)[C@]1(C)O3)c1ccccc1,0,0
cid-68377589,CC(C)CNc1cc(-c2nc(C(=O)Nc3cn(CC(C)C)nc3C(N)=O)co2)ccn1,0,0
cid-144680979,CCCCCCSNC(=O)c1ccc(CSCc2ccc(-c3ccc(OC)cc3)cc2)cc1,0,0
cid-25107129,COc1ccc(C(=O)O)cc1NCC=C(C)C,0,0
cid-15619955,CC(=O)Oc1c(C)ncc(CO)c1C,0,0
cid-170722046,Cc1ccc2[nH]c3c(=O)n(CCC(=O)N4CCN(c5cccc(N)c5)CC4)cnc3c2c1,0,0
cid-45785146,CC1(C)CC(=O)C2=C(C1)c1ccc3ccccc3c1NC2c1cccc([N+](=O)[O-])c1,0,0
cid-169332447,Cc1ccc(C(=O)NCC(C)C)cc1-c1ccc(C=O)o1,0,0
cid-80705678,CC1(C)CCC(Nn2cccc2)C1,0,0
cid-56870871,NC(=O)N1CCCC1C(=O)NCc1ccc2[nH]c3c(c2c1)CCCCCC3,0,0
cid-96374521,O=C([C@H]1[C@@H]2C=C[C@@]3(CN(c4ccc(F)cc4)C(=O)[C@H]13)O2)N1CCCn2cncc2C1,0,0
cid-863870,Cc1cc2ncn(CC(=O)Nc3ccccc3C)c2cc1C,0,0
cid-122516413,COc1ccc(C2=C(c3cccc(F)c3)C(=O)NC2=O)cc1F,0,0
cid-79824830,CC(C)CC1(Cc2nccs2)CCCN1,0,0
cid-80389734,CC(C)(CCC(=O)O)NC(=O)Cc1ccc(F)cc1F,0,0
cid-112086480,CCNC(=NCc1nc(-c2ccco2)n[nH]1)NCC(c1ccc(Cl)cc1)n1cccn1,0,0
cid-91053496,COc1cccc(F)c1C(=O)c1ncc(C)cc1C(NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1)OC,0,0
cid-82017238,CC(CCC(=O)O)CNC(=O)c1nn[nH]n1,0,0
cid-166881557,C=C(F)C(=O)N1CC=C(/C=C(\F)C(=O)N2C(=O)C=CC2=O)C1,0,0
cid-55315862,CCN(CC)S(=O)(=O)c1cc(C(=O)OCC(=O)Nc2ccc(C(C)(C)C)cc2)ccc1F,0,0
cid-62190882,CCCNc1nc(Cc2ccccc2F)nc2c1CCC2,0,0
cid-4852114,O=C(NNC(=O)c1ccc2c(c1)OCO2)c1ccc(CSc2nc3ccccc3s2)cc1,0,0
cid-79709646,CC(C)C(O)CCc1cc(F)cc(Br)c1,0,0
cid-119785426,CCCC(C)(N)C(=O)NCC1CC1(C)C,0,0
cid-73446979,CC(=O)NC1CCC(=O)N2CCCC(C(=O)NC(CC(=O)OC(C)(C)C)C(=O)C=[N+]=[N-])N2C1=O,0,0
cid-81424922,CC1COCCN1C(=O)c1ccc(Br)c(C(F)(F)F)c1,0,0
cid-56005186,CNC(=O)COc1ccc(C(=O)N2CCC(c3c[nH]c4ccccc34)CC2)cc1OC,0,0
cid-97823207,CC(=O)Nc1ccccc1CN1CCC(OC[C@@H]2CCOC2)CC1,0,0
cid-26182018,CC1(C)CC(=O)C2=C(C1)Nc1ccccc1N(CC(=O)NCc1ccco1)[C@@H]2c1cccs1,0,0
cid-151318251,c1ccc(N2NCCC3(CCCCC3)N2c2cccc3c2Cc2ccccc2-3)cc1,0,0
cid-163274928,COc1cc(C)c2c(C)ncnc2c1,0,0
cid-111503292,CCNC(=NCC(C)Oc1cccc(F)c1)N1CCC(O)CC1,0,0
cid-81958719,CC(C)(C)CCC(=O)C1COc2ccccc21,0,0
cid-145966089,O=C(/C(=C/c1ccc(C(F)(F)F)cc1)c1ccccc1)N1CCN(c2ncccn2)CC1,0,0
cid-134981850,CCCCCC1c2cc3c4c(C)c2Oc2cc([N+](=O)[O-])c([N+](=O)[O-])cc2Oc2c1cc1c(c2C)Oc2cc([N+](=O)[O-])c([N+](=O)[O-])cc2Oc2c(cc5c(c2C)Oc2cc([N+](=O)[O-])c([N+](=O)[O-])cc2Oc2c(cc(c(c2C)Oc2cc([N+](=O)[O-])c([N+](=O)[O-])cc2O4)C3CCCCC)C5CCCCC)C1CCCCC,0,0
cid-63287661,COCCN(CCC#N)C1CCCCCC1C#N,0,0
cid-92336188,Cc1cccc(N2CCN(C(=O)CCS(=O)(=O)c3ccc4c(c3)CC(=O)N4C)C[C@@H]2C)c1,0,0
cid-26136549,COc1ccc(CN2CC(=O)N(CC3CCOCC3)C[C@@H](OCc3ccncc3)C2)c(F)c1,0,0
cid-16746033,CN1C(C(=O)NCc2cccc(Br)c2)CC2Cn3c(nc4cc(Cl)c(Cl)cc43)C21,0,0
cid-174739954,CC(CC=N)c1ccc(CN)cc1,0,0
cid-140911921,COc1ccc(CCC2(O)CCN(C(=O)COc3ccccc3-c3ccccc3)CC2)cc1,0,0
cid-174248950,C[C@@](O)(CC[S@@](=N)(=O)CC[C@H](N)C(=O)O)C(F)(F)F,0,0
cid-118608438,Cc1nccc(-c2nc(C(=O)Nc3cc4c(cnn4C)cc3N3CC[C@H](O)C3)co2)n1,0,0
cid-67277472,COc1cccc2c1S(O)(O)[C@@H](C)[C@H](c1ccc(OCCCN3CCCCC3)cc1)O2,0,0
cid-21657286,FC(F)=C1CC1(F)Cl,0,0
cid-8500432,O=C(NNS(=O)(=O)c1ccccc1F)c1ccc(Cl)cc1,0,0
cid-120977201,CCCOc1ccc(Oc2ncccc2CNC(=O)C2CCC2C(=O)O)cc1,0,0
cid-126326406,CCOc1cc(C=Nn2c([C@@H](C)CC)nc3ccc(Br)cc3c2=O)cc([N+](=O)[O-])c1O[C@H](C)C(=O)O,0,0
cid-65090471,Cc1ccccc1NC1(CO)CCCC(C(C)C)CC1,0,0
cid-107298336,CNC1CC2CCCC(C1)N2CC1CCSC1,0,0
cid-133664551,C/C(=C\COC=O)CO,0,0
cid-54340716,C=Cc1cccc(CCC2CO2)c1,0,0
cid-163358017,c1cc2sc(N3CCCC(COc4nccs4)C3)nc2cn1,0,0
cid-125723070,CCOc1cc(/C=N\NC(=O)c2ccc(I)cc2)cc(Br)c1OCc1cccc(C#N)c1,0,0
cid-105579691,C[C@@H]1CN(C(=O)c2ccc3c(c2)CCCN3)C[C@H]1C(=O)O,0,0
cid-177579841,CCC1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC/C=C/c2cnc3cccnc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]12C,0,0
cid-133309882,N#Cc1cccc(NC2CCN(c3ccccc3Br)C2)n1,0,0
cid-3592440,COc1ccc(CCNC(=S)N2CCN(c3cc(C)ccc3C)CC2)cc1OC,0,0
cid-54232790,CCOC(=O)N(CC=O)CC=CCl,0,0
cid-40103471,COc1ccc(C(=O)Nc2ccc(C(=O)NC3CC3)cc2)cc1S(=O)(=O)N1C[C@@H](C)C[C@H](C)C1,0,0
cid-143675265,CC(c1ccccc1)(c1ccc(O)cc1)c1ccc(Br)cc1,0,0
cid-68379607,O=C(O)Nc1ncsc1I,0,0
cid-55924046,CCCc1c(C(=O)NCc2cccc(C(=O)NCc3ccco3)c2)[nH]c(C)c1C(=O)OC,0,0
cid-177127616,c1cc(-c2cccc3c2-c2ccccc2C32C3CC4CC(C3)CC2C4)cc(-c2ccc3c4c(cccc24)-c2ccccc2S3)c1,0,0
cid-47601794,CS(=O)(=O)N(C(=O)c1cc2ccccc2s1)c1cccc(O)c1,0,0
cid-145746381,CC(C)N1CCc2cc(C3=C(O)C(=c4cc5c(cc4CF)=[N+](C(C)C)CC5)C3=O)c(CF)cc21,1,0
cid-117020139,COc1ccc(C)cc1N1CCC(N)CC1(C)C,0,0
cid-58143133,CC(F)(F)C(=O)OCCCC(=O)OC1(C)C2CC3CC(C2)CC1C3,0,0
cid-1692528,CCOc1ccc(-c2c(C)sc(NC(=O)/C(C#N)=C/c3ccc(OC)cc3)c2C(=O)OC)cc1,0,0
cid-114922417,Nc1cc(C(=O)NCc2ccc([N+](=O)[O-])cc2)c(Cl)cn1,0,0
cid-101577719,C=C[C@@H]1CCc2ccccc2/C1=C/C,0,0
cid-97954192,COc1ccc(/C(C)=N/OCc2nc3c4c(ncn3n2)Oc2c(c(C)nn2-c2ccccc2)[C@H]4c2ccccc2)cc1,0,0
cid-5258565,CCOc1ccc(-c2cc(-c3ccco3)c(C#N)c(N)n2)cc1,0,0
cid-167816657,COc1ccc(Oc2ccc(C(=O)N3C[C@@]4(CO)C[C@@]4(CO)C3)nc2)cc1,0,0
cid-67082799,O=S(c1cccc2sc3ccccc3c12)c1cccc2sc3ccccc3c12,0,0
cid-119441578,CN(C(=O)CCc1cnn(-c2ccccc2)c1)C1CCNCC1,0,0
cid-144490126,c1ccc(-n2c3ccccc3oc3c2ccc2oc4ccccc4n(-c4ccccc4)c23)cc1,0,0
cid-70022111,CCCOC(C1CCC(N(C)S(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1)C1CCCNC1,0,0
cid-20182301,CCC(C)c1ccc(OCC(=O)Nc2ccc3ccccc3c2)cc1,0,0
cid-115808168,CCCn1cc(C(N)c2ccc(Br)c(C)c2)cn1,0,0
cid-117981517,COc1cc(OCc2csc(N3CCC(F)(F)CC3)n2)c2cc(-c3cn4nc(C)ccc4n3)oc2c1,0,0
cid-171173064,COc1cc(F)c([C@@H](CC(C)C)N2CCNCC2)c(F)c1,0,0
cid-114790508,Cc1cc(SCc2ccc(Cl)cc2)c(C(=N)N)c(C)n1,0,0
cid-129989644,CN(C)c1cccc2ccc(C(=O)O)cc12,0,0
cid-122332453,COc1cc(N2CCN(S(=O)(=O)CCOc3ccccc3)CC2)nc(C)n1,0,0
cid-94855744,COC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CC/C(=N/OC(=O)C[C@@H]5SC(=O)NC5=O)C(C)(C)[C@H]4CC[C@@]3(C)[C@]1(C)CC2,0,0
cid-53561825,CC1CCCN(CCNC(=O)c2cccnc2Oc2cccnc2)C1,0,0
cid-4422816,CCn1c(SCc2nc3sc4c(c3c(=O)[nH]2)CCC4)nnc1-c1ccc(Cl)cc1,0,0
cid-33317977,COc1ccc2nc(C(=O)N3CCN(CC(=O)Nc4ccccc4Cl)CC3)ccc2c1,0,0
cid-22468241,CCCCCCCC(C)OC(=O)C(CC)(CC)C(=O)O,0,0
cid-87526784,CCN(C(=O)C1CC1)C(C)(CC)c1cc(C(F)(F)F)ccc1-c1cc(C(C)C(=O)O)cc(C(F)(F)F)c1,0,0
cid-73927846,COC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0,0
cid-2964166,CN1CCN(S(=O)(=O)c2ccc(NC(=S)NC(=O)c3ccc(-c4ccccc4)cc3)cc2)CC1,0,0
cid-106653242,CCCNC(C1=CCCCC1)c1ncn[nH]1,0,0
cid-50888832,CC1=NOC(=O)/C1=C\c1ccc(-c2cccc(C(=O)OCC(C)C)c2)o1,0,0
cid-71375504,COc1cc(COc2ccc(C=O)cc2)cc(OC)c1OC,0,0
cid-62081752,Cc1[nH]nc(C(=O)N(C)CC(F)(F)F)c1N,0,0
cid-109003653,CCOC(=O)N1CCC(NCC(=O)Nc2ccccc2C(F)(F)F)CC1,0,0
cid-9664007,COc1cc(/C=N/NC(=O)COc2ccccc2[N+](=O)[O-])ccc1OC(=O)c1ccc(C)cc1,0,0
cid-71515098,O=C(NCCSSCCNC(=O)/C(Cc1c[nH]c2ccc(F)cc12)=N/OC(c1ccccc1)(c1ccccc1)c1ccccc1)/C(Cc1c[nH]c2ccc(F)cc12)=N/OC(c1ccccc1)(c1ccccc1)c1ccccc1,0,0
cid-100140529,CN1C(=S)N[C@@H](c2ccccn2)[C@@H]1c1ccn(C)c1,0,0
cid-8050483,CCCN(Cc1cc(NC(=O)C2CCCC2)ccc1N(C)C)C(=O)c1ccco1,0,0
cid-22594075,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ccnc(OCc2ccco2)n1,0,0
cid-29843374,CCCCNC(=O)c1cccc(S(=O)(=O)NCc2cccs2)c1,0,0
cid-155094343,CCCC(=O)OCC(=O)OC1C2OC3C1OS(=O)(=O)C3C2C,0,0
cid-8218207,Cc1cc(Cl)cc(C)c1OCC(=O)O[C@H](C)c1nnc(-c2ccc(F)cc2)o1,0,0
cid-111278730,CCNC(=NCc1ccc(Cn2ccnc2)cc1)NCCCn1nc(C)cc1C,0,0
cid-118628153,CCc1cc(CC2CCc3cccc(O)c32)ccc1C1CCN(C(=O)O)CC1,0,0
cid-101431694,COc1ccc([C@@H](CC(=O)c2ccccc2)n2nnc3ccccc32)cc1,0,0
cid-104470117,CC(C)c1cnc(Cc2ccc(Br)cc2)s1,0,0
cid-165810482,C=CCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NC(CCN(C)C)C(=O)O,0,0
cid-171893112,OC(CCBr)C(O)c1cc(F)ncc1Cl,0,0
cid-55626153,CN(C1CCCCC1)S(=O)(=O)N1CCN(CC(=O)Nc2ccccc2SC(F)F)CC1,0,0
cid-11462354,C=C(C(C)=O)C(C(=C)C(=O)OCCCC)c1ccc(C(F)(F)F)cc1,0,0
cid-4009460,C=CCN(Cc1cccn1Cc1cccc(F)c1)C(=O)c1ccccc1F,0,0
cid-68101789,CCc1cnc(-c2c[nH]c3ncc(Cl)cc23)nc1N[C@H](C)C(=O)N1CCN(C(=O)OC)CC1,0,0
cid-69673482,NC(=O)c1cc(OC2CCN(C(=O)O)CC2)nc(C(F)(F)F)c1,0,0
cid-119745184,COC1(C(=O)Nc2nnc(-c3cccc(Cl)c3)s2)CCNCC1,0,0
cid-129752246,c1cc2nncc3ccc4nncc1c4c32,0,0
cid-130233929,C(#Cc1ccccc1/C=C/Nc1ccccc1)c1ccccc1,0,0
cid-175862572,CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(CCNC(=O)CCCCNc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1,0,0
cid-89190133,C=CC(C)(C)COC(=O)N[C@H](C(=O)O)C(C)(C)C,0,0
cid-174360051,N#CCNCOCc1ccc(-c2nc(Nc3cnn(C4CC4)c3)ncc2Cl)cc1,0,0
cid-140401568,CCCN(Cc1ccc(C)cc1)C(=O)N1C(=O)C(CC)(CC)C1Oc1ccc(CNC(=O)Cc2cccnc2)cc1,0,0
cid-62232690,CNc1cccc(C(=O)NCCn2cccn2)n1,0,0
cid-112250567,CCNC(=NCC(C)Cn1cccn1)NCCc1ncc(C)s1,0,0
cid-168272105,Cn1cncc1S(=O)(=O)N[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(n4cnc5ccccc54)=CC[C@@H]32)C1,0,0
cid-157519150,CC(C)C1CCC(Oc2ccc(-c3cccc(CCCC(=O)O)c3F)cc2)CC1,0,0
cid-80684568,Cc1ccc(C(N)C2(C)CCCCO2)cc1C,0,0
cid-47049282,Cc1csc2nc(CN3CCC(C(=O)Nc4nccs4)CC3)cc(=O)n12,0,0
cid-114662236,CN(C)CCn1ncc(Br)c1CC1CCCCN1,0,0
cid-25103035,Cc1cc2c(F)c(Oc3ccnc(Nc4cccc(CN5CCC(O)CC5)c4)n3)ccc2[nH]1,0,0
cid-35980594,COC(=O)c1cc(CN(C)Cn2[nH]c(-c3ccc(OC)cc3)nc2=S)oc1C,0,0
cid-162956655,CC1OC(OC2C(O)C(CO)OC(O)C2OCCc2ccc(O)c(O)c2)C(O)C(O)C1O,0,0
cid-89506545,CNc1nc(N)nc(N(C)CCc2ccccc2)n1,0,0
cid-83683149,Cc1cccc(C2(C(C)O)CC2)c1,0,0
cid-90781591,CC(C)CC(NC(=O)C(C)NC(=O)CC1CCCN1C(=O)C(C)N)C(=O)CCl,0,0
cid-79236189,Cc1noc(C)c1CNC(=O)C1(C)CCNC1,0,0
cid-107280879,CC(C)CC(C)(CN)Nc1ccc(C(N)=O)c(Br)c1,0,0
cid-68806933,CNCC1CC(C(=O)Nc2ccc(N3CCCCC3=O)cc2F)N(C(=O)Nc2ccc(Cl)cc2)C1,0,0
cid-107004240,CCCNC(c1ccccc1F)C1CC1(C)C,0,0
cid-4045553,COc1ccc(NC(=O)NC(C)c2nnc(SCc3ccccc3)n2-c2ccc(C)cc2)cc1,0,0
cid-153840033,CC(CC=CC(C)(O)C(F)(F)F)CCCC(C)(C)O,0,0
cid-80602970,CCC(C)n1ccc(CC2(CN)CCCCCCC2)n1,0,0
cid-99811065,C[C@@H]1CCC[C@@H](C)N(C(=O)c2cc(-c3ccccc3)n[nH]2)C1,0,0
cid-11353442,COc1cc2ncc(C#N)c(Nc3ccc(NC(=O)c4cccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,0,0
cid-102287490,CCOC(=O)C(=C/N(C)C)/C(=C1\NC(=O)N(C)C1=O)C(F)(F)F,0,0
cid-76328740,COc1ccccc1-c1cnc2nc(-c3cc(NC(=O)N4CCCC4)ccc3F)[nH]c2c1,0,0
cid-161170509,CC1CC2(NC(=O)COc3ccc(Cl)c(F)c3)CCC1(NC(=O)c1ccno1)CC2,0,0
cid-64445717,Cc1[nH]ncc1C(=O)Nc1ccccc1C(=O)O,0,0
cid-133921667,COCc1cccc(NC(=O)c2n[nH]c3ccc([N+](=O)[O-])cc23)c1,0,0
cid-135564254,CNc1ccc(OCCCCCCCOc2ccc(NC)cc2)cc1,0,0
cid-54383764,Cc1cc2oc(=O)c(NC(=O)Nc3cccc(C(F)(F)F)c3)c(-c3ccccc3C)c2cc1Cl,0,0
cid-103864740,COc1cccc(OC)c1C(=O)NCCCC(C)CO,0,0
cid-83132856,Cc1cc(OCc2cn3ccsc3n2)ccc1Br,0,0
cid-146171503,O=C1c2cc(Cl)ccc2NC1(c1ccccc1)c1c[nH]c2cccc(Br)c12,0,0
cid-141126900,C#CC1CC(CN2CCCCC2)C(=O)N1C,0,0
cid-167343153,COC(=O)c1cc(NC(=O)C2(c3ccc(C(F)(F)F)cc3F)CC2)ccc1-c1ccc2cnn(C)c2c1,0,0
cid-130191453,CCc1cc(F)c(OCC2COC(c3cc(F)c(-c4cc(F)c(F)c(F)c4)c(F)c3)OC2)c(F)c1,0,0
cid-84312595,CCOC(=O)c1c(-c2ccc(C)cc2)csc1NC(=O)Cn1ccc2ccccc2c1=O,0,0
cid-28966655,COc1ccc(F)cc1[C@@H](N)C(C)C,0,0
cid-55098272,OCCN(CCO)CCC(O)c1cccc(Cl)c1,0,0
cid-142140201,CCCN=C(CCc1ccc(OCC(=O)O)c(C)c1)NN(C=O)c1ccc(C(F)(F)F)cc1,0,0
cid-138544500,CCCCCC(C)Nc1ncc2c(Nc3ccc(F)cc3)cc(C3CCC(O)CC3)n2n1,0,0
cid-62190585,CNc1cc(C(C)C)nc(-c2ccncc2)n1,0,0
cid-171872530,O=c1[nH]c2ccc(C(O)C(O)CCO)cc2s1,0,0
cid-90113667,COc1ccc(Nc2nc(C(N)=O)c(NC(=O)c3ccc(N(CS(C)(=O)=O)S(=O)[O-])cc3)s2)cc1,-1,0
cid-101197284,Cc1ccnc(-c2cc(C[n+]3ccc(-c4cc[n+](CCC[n+]5ccc(-c6cc[n+](C)cc6)cc5)cc4C)c(C)c3)ccn2)c1,4,0
cid-155241974,C=C(F)C(=O)OCCCOc1ccc(SC(=O)c2ccc(C#Cc3ccc(C#Cc4ccc(OCCCN5C(=O)C=CC5=O)cc4)cc3)cc2)cc1,0,0
cid-89172421,CO[C@@H](/C=C/C(C)=C/[C@@H](O[Si](C(C)C)(C(C)C)C(C)C)[C@H]1C[C@@H](CO)C[C@@](C)(Cc2nc(OS(=O)(=O)C(F)(F)F)co2)O1)CC#C[Si](C)(C)C,0,0
cid-53027263,Cc1[nH]c(C)c(S(=O)(=O)N2CCC(C(=O)N3CCC4(CC3)OCCO4)CC2)c1C(=O)N1CCCC1,0,0
cid-17218245,COCCNC(=O)c1ccc(NC(=O)C(C)(C)C)cc1,0,0
cid-87066047,CC(S)CC(=O)OCCCCCCCCCOC(=O)CC(C)S,0,0
cid-108059823,Brc1ccc(I)c(CNCCCN2CCCC2)c1,0,0
cid-152657820,CCC1(OCOc2ccccc2)CCCCC1,0,0
cid-5088867,O=C(NNC(=S)NC(=O)c1ccc([N+](=O)[O-])cc1)c1cccc([N+](=O)[O-])c1,0,0
cid-3586091,CCOc1cc(C=C2SC(=S)N(c3ccc(C)c(Cl)c3)C2=O)ccc1O,0,0
